Sr. No.,City,bank,Address,,
2125,Navi Mumbai,ICICI,"Kiosk No. 6 C, Vashi Station, Vashi, Navi Mumbai - 400705. ",,
2126,Navi Mumbai,IDBI,IDBI Building,Plot No 39/40/41,
2127,Navi Mumbai,HDFC,"HDFC ANNEXE, Plot No. 82 ,  ","Sector 17,",Vashi 
2128,Navi Mumbai,HDFC,Shop No. 9 ,Galleria Building  ,"Hiranandani Gardens , Powai "
2129,Navi Mumbai,HDFC,Global Telesystems ,"Global Vision , MIDC "," TTC Industrial Area ,Mhape"
2130,Navi Mumbai,HDFC,CIDCO Vashi Railway Station  ,"Tower No. 1 , Ground Floor  ","Shop No. B003 , Vashi"
2131,Navi Mumbai,HDFC,"Ground Floor , Port Users Building",Ahead of Karal Phata,Nhava Sheva
2132,Navi Mumbai,HDFC,"Unit No. 1 , Plot No. 101",Sector – 21,Nerul
2133,Navi Mumbai,HDFC,"Shop No. 1 , Gyandeep",F-1 Type Apartments,"Sector - 3 , Vashi"
2134,Navi Mumbai,HSBC,"7-HermesCentre,Sector17,Vashi,NaviMumbai.",,
2135,Navsari,IDBI,Hare Krishna Complex,Chimanbhai Road,
2136,Navsari,HDFC,Nandini Complex,Station Road,Navsari
2137,Nawanshahar,BOP,Banga Road,,
2138,Nellore,ICICI,"V.Subba Reddy, Dargamitta, Nellore",,
2139,Nellore,ICICI,"ICICI Centre, 16/1154, Ghandinagar, Trunk Road, Nellore - 524 001.",,
2140,New Delhi,ICICI,"Shop No. D-3/G-6 & G-7, Ground Floor, Alaknanda Main Shopping Complex, New Delhi - 110019.",,
2141,New Delhi,ICICI,"American Express India Ltd., A-37, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi.",,
2142,New Delhi,ICICI,"Apollo Hospital, Sarita Vihar, Delhi-Mathura Road, New Delhi - 110 044.",,
2143,New Delhi,ICICI,"BF-24, Bldg No. 4 Mohan Bazar,Community Centre , Ashok Vihar Phase -I, Delhi - 110052",,
2144,New Delhi,ICICI,"Auto Care, BPCL Pump, Adjacent Rajouri Garden Telephone Exchange, Main Najafgarh Road, New Delhi - 110027.",,
2145,New Delhi,ICICI,"Badarpur Thermal Power Station, Badarpur, New Delhi - 110044.",,
2146,New Delhi,ICICI,"Ground Floor, 9 - 10, Bahadur Shah Zafar Marg, New Delhi - 110 002.",,
2147,New Delhi,ICICI,"BHEL House, Siri Fort, New Delhi - 110049",,
2148,New Delhi,ICICI,"Ground Floor, G-3, Balaji Complex, Plot No 6, Block F, LSC Bhera Enclave (Paschim Vihar), New Delhi.",,
2149,New Delhi,ICICI,"A-9, Phelps Building, Connaught Place, New Delhi-110 001.",,
2150,New Delhi,ICICI,"A-9, Phelps Building, Connaught Place, New Delhi-110 001.",,
2151,New Delhi,ICICI,"A-9, Phelps Building, Connaught Place, New Delhi-110 001.",,
2152,New Delhi,ICICI,"BPCL Fuel Station - Car Care Centre, Lodhi Road, New Delhi - 110003.",,
2153,New Delhi,ICICI,"Centre Valia Service Station, HPCL Pump, Okhla Near Khan Pur, New Delhi",,
2154,New Delhi,ICICI,"Plot No.5, Community Center, Sector-VIII, Rohini, Delhi - 110 085",,
2155,New Delhi,ICICI,"Ground Floor, Shop No 63, Block - C, Plot No 32 - 57, C.C , Janakpuri, New Delhi - 110 058",,
2156,New Delhi,ICICI,"Ground Floor, Shop No 63, Block - C, Plot No 32 - 57, C.C , Janakpuri, New Delhi - 110 058",,
2157,New Delhi,ICICI,"G- 2, Bharati Tower, G Block, Community Centre, Vikas Puri, New Delhi. ",,
2158,New Delhi,ICICI,"G- 2, Bharati Tower, G Block, Community Centre, Vikas Puri, New Delhi. ",,
2159,New Delhi,ICICI,"Ground Floor, 28, Netaji Subhash Marg, Darya Ganj, New Delhi - 110002.",,
2160,New Delhi,ICICI,"Ground Floor, Shop No 13, A Block DDA Market ,Preet Vihar, Delhi - 110 092. ",,
2161,New Delhi,ICICI,"Dhingra Service Station, Chiragh Delhi, Lal Bahadur Shastri Marg, New Delhi. ",,
2162,New Delhi,ICICI,"Ground Floor, Shop No. 2, Pkt B & E, DDA Market, Dilshad Garden, Delhi - 110 095 ",,
2163,New Delhi,ICICI,"Indira Gandhi International Airport, T-1-A Indian Airlines Departure, New Delhi - 110 037.  ",,
2164,New Delhi,ICICI,"Ground Floor, Shop No 1 B, East Avenue Market, Punjabi Bagh (East), New Delhi - 110026.",,
2165,New Delhi,ICICI,"Ground Floor, Shop No.2, 23, Community Centre, East of Kailash, New Delhi - 110065.",,
2166,New Delhi,ICICI,"23/23, East Patel Nagar, New Delhi - 110 008.",,
2167,New Delhi,ICICI,"Food Corporation Of India Ltd., Barakhamba Lane, New Delhi 110 001.",,
2168,New Delhi,ICICI,"16, N-Block Market, Greater Kailash - I, New Delhi 110 048.",,
2169,New Delhi,ICICI,"Great Eastern, Nehru Place, New Delhi",,
2170,New Delhi,ICICI,"Ground Floor, M-5, Kewaldeep Building, M Block, Greater Kailash II, New Delhi",,
2171,New Delhi,ICICI,"ICICI Branch, H/2, Green Park Extension, New Delhi 110016",,
2172,New Delhi,ICICI,"H/2, Green Park Extension, New Delhi 110016",,
2173,New Delhi,ICICI,"Ground Floor, Shop No.23, DDA Market, Gulabi Baug, New Delhi - ",,
2174,New Delhi,ICICI,"HPCL Fuel Station, Bedi Motors Race Course,Club Road New Delhi ",,
2175,New Delhi,ICICI,"HPCL Fuel Station,Laxmi Super Service Station, Opposite Super Bazaar, Laxmi Bai Nagar, New Delhi",,
2176,New Delhi,ICICI,"HPCL Pump, Anand Service station, Mahipalpur, Village Rangpuri, New Delhi",,
2177,New Delhi,ICICI,"HPCL Pump, Batra Bros., NDSE- II, Ring Road (South Ex-II), New Delhi",,
2178,New Delhi,ICICI,"HPCL Pump, Dhaula Kuan Service Station, Opp. DSOI, New Delhi",,
2179,New Delhi,ICICI,"ICICI Centre, G4, Arunachal, 19, Barakhamba, New Delhi 110 001",,
2180,New Delhi,ICICI,"India Habitat Centre, Lodhi Road, New Delhi - 110 003.",,
2181,New Delhi,ICICI,"Indian Oil Bhawan, Yusuf Sarai, New Delhi - 110 016",,
2182,New Delhi,ICICI,"Indira Gandhi International Airport, T-II, Arrival Area, Visitors Lounge, New Delhi - 110 037. ",,
2183,New Delhi,ICICI,"IOCL Refineries Division, Core - 2, 7, Institutional Area, Lodhi Road, New Delhi - 110 003.",,
2184,New Delhi,ICICI,"Super Auto Centre, Sriniwas Puri, Ring Road, New Delhi. ",,
2185,New Delhi,ICICI,"JA House, 63 Basant Lok, Vasant Vihar, New Delhi - 110 057.",,
2186,New Delhi,ICICI,"Mahata Towers, B Block, Commercial Complex, Janakpuri, New Delhi - 58.  ",,
2187,New Delhi,ICICI,"Mahata Towers, B Block, Commercial Complex, Janakpuri, New Delhi - 58.  ",,
2188,New Delhi,ICICI,"Ground Floor, Unit No. GF4, Ambadeep Building, 14, Kasturba Gandhi Marg, New Delhi - 110001. ",,
2189,New Delhi,ICICI,"IOCL Pump, Main Road, Near Kalka Mandir, Nehru Place, New Delhi - 110 019.",,
2190,New Delhi,ICICI,"IOCL Pump, Main Road, Near Kalka Mandir, Nehru Place, New Delhi - 110 019.",,
2191,New Delhi,ICICI,"Hotel Tripti, Karol Baug, New Delhi",,
2192,New Delhi,ICICI,"Kingsway Fuel Station IOCL, Mall Road, Opp.Delhi University, New Delhi - 110054.",,
2193,New Delhi,ICICI,"D - 1, Krishna Nagar, Lal Quarter, New Delhi - 110 051 ",,
2194,New Delhi,ICICI,"Plot C-15, Lajpat Nagar Part II, Central Market Road, New Delhi - 110 024.",,
2195,New Delhi,ICICI,"Kanishka Commercial Complex, Shop No.G-2, Local Shopping Centre, Mayur Vihar Phase - I, New Delhi - 110 091.",,
2196,New Delhi,ICICI,"ICICI Bank Ltd., F-8 & 14, L.S.C., Mayur Vihar, Pocket -1, Phase -1, New Delhi. ",,
2197,New Delhi,ICICI,"ICICI Bank Ltd., F-8 & 14, L.S.C., Mayur Vihar, Pocket -1, Phase -1, New Delhi. ",,
2198,New Delhi,ICICI,"F - 14 / 14, Model Town - II, Delhi - 110 009.",,
2199,New Delhi,ICICI,"ICICI Bank Ltd.,Ground Floor, H-2, Model Town- III, Delhi-110009",,
2200,New Delhi,ICICI,"ICICI Bank Ltd.,Ground Floor, H-2, Model Town- III, Delhi-110009",,
2201,New Delhi,ICICI,"Mahanagar Telephone Nigam Ltd., O/o The GM (S-I), 8 Bhikaji Cama Place, New Delhi - 110 066.",,
2202,New Delhi,ICICI,"Ground Floor, B-10, Shop No 1, Mukherjee Nagar, Commercial Complex, New Delhi - 110009.",,
2203,New Delhi,ICICI,"Ground Floor, Shop No 20 , LSC, Block A, Naraina Ring Road, New Delhi",,
2204,New Delhi,ICICI,"Navrang Fuel Station, Greater Kailash - I, Main Road, New Delhi - 110 048",,
2205,New Delhi,ICICI,"ICICI Tower, NBCC Place, Bisham Pitamah Marg, Pragati Vihar, New Delhi 110003.",,
2206,New Delhi,ICICI,"ICICI Tower, NBCC Place, Bisham Pitamah Marg, Pragati Vihar, New Delhi 110003.",,
2207,New Delhi,ICICI,"National Council of Educational Research & Trai ning, Sri Aurbindo Marg, New Delhi - 110 016",,
2208,New Delhi,ICICI,"Plot No. 13, Community Centre, New Friends Colony, New Delhi 110 065",,
2209,New Delhi,ICICI,"Plot No. 13, Community Centre, New Friends Colony, New Delhi 110 065",,
2210,New Delhi,ICICI,"NIIT, 8, Balagi Estate, Sudarshan Munjal Marg, Kalkaji, New Delhi 110 019.",,
2211,New Delhi,ICICI,"Ground Floor, Shop No. 10, A - 5B C.S.C. Paschim Vihar, New Delhi - 110 063  ",,
2212,New Delhi,ICICI,"Shop No.16, CSC II, DDA Market, Pat Par Ganj, New Delhi - 110 092.",,
2213,New Delhi,ICICI,"Shop No.16, CSC II, DDA Market, Pat Par Ganj, New Delhi - 110 092.",,
2214,New Delhi,ICICI,"Ground Floor, Plot No.5, Local Shopping Centre, Rohit Kunj, Pitampura, New Delhi - 110049. ",,
2215,New Delhi,ICICI,"Savitri Market, Plot No.5, D (P) Block, L.S.C, Pitampura, New Delhi - 110034. ",,
2216,New Delhi,ICICI,"Ground Floor, Shop No. G - 5, Plot No.6, LSC Block D, Prashant Vihar, New Delhi - 110034. ",,
2217,New Delhi,ICICI,"Sincere Tower IV, Preet Vihar Community Centre, New Delhi 110 092",,
2218,New Delhi,ICICI,"Sincere Tower IV, Preet Vihar Community Centre, New Delhi 110 092",,
2219,New Delhi,ICICI,"19 & 20, Central Market, Panjabi Baug, New Delhi - 110026.",,
2220,New Delhi,ICICI,"Qutub Service Station, Main Road, Opp. STC & MMTC Colony, Mehrauli Road, New Delhi - 110017.",,
2221,New Delhi,ICICI,"Ground Floor, Shop No.35, Rajendra Bhavan, Rajendra Place, Delhi.",,
2222,New Delhi,ICICI,"Ground Floor, Shop No1,2261, Rajguru Road, Paharganj, New Delhi - 110055.",,
2223,New Delhi,ICICI,"Ground Floor, Balaji Plaza Shopping Complex, Shop No 12, Sector - 8, Rohini, New Delhi - 110 085. ",,
2224,New Delhi,ICICI,"BPCL Fuel Station, M.L. Sethi Fuel Station, Sector - 5, Adjoining MCD Zonal Office",,
2225,New Delhi,ICICI,"17 Community Centre, Saket, New Delhi - 110017. ",,
2226,New Delhi,ICICI,"Sakuntala Apartments, 59 Nehru Place, New Delhi - 110 019",,
2227,New Delhi,ICICI,"2,. L S C Pocket H & J, Sarita Vihar, New Delhi 110044",,
2228,New Delhi,ICICI,"2,. L S C Pocket H & J, Sarita Vihar, New Delhi 110044",,
2229,New Delhi,ICICI,"Ground Floor, Plot No.1, Ajnara Towers, LSC Savita Vihar, New Delhi - 110092. ",,
2230,New Delhi,ICICI,"Ground Floor, G-2, Agarwal Plaza, Block B.N, Shalimar Bagh, New Delhi - 110052.",,
2231,New Delhi,ICICI,"Ground Floor, Shop No 2, C.S.C. Shanti Niketan, New Delhi - 110 021. ",,
2232,New Delhi,ICICI,"Spastic Society Of Northern India 2, Balbir Saxena Marg, Hauz Khas, New Delhi 110 016",,
2233,New Delhi,ICICI,"Ground Fllor, G 27, Triveni Shopping Complex, Sheikh Sarai Phase - 1, New Delhi",,
2234,New Delhi,ICICI,"Ground Floor, Shop No 3 , Sector B Pocket 7, Vasant Kunj, New Delhi - 110070",,
2235,New Delhi,ICICI,"Indian Spinals Injuries Centre (ISIC), Opp. Sector C, Vasant Kunj, New Delhi 110 070",,
2236,New Delhi,ICICI,"C-17, Local Shopping Centre, Paschimi Marg, Vasant Vihar, New Delhi 110 057.",,
2237,New Delhi,ICICI,"Ground Floor, Videocon Towers, Rani Jhansi Marg, New Delhi - 110055.",,
2238,New Delhi,ICICI,"Ground Floor, Shop No. B-21, B Block Market , Vivek Vihar, New Delhi - 110095. ",,
2239,New Delhi,UTI,"NEW DELHI : Statesman House,Gr.Floor,148 Barkhamba Road New Delhi- 110 001.",,
2240,New Delhi,UTI,"PAHARGANG : 2261-2264, Rajguru Road,  Chuna Mandi, New Delhi.",,
2241,New Delhi,UTI,"NETAJI SUBHASH MARG, Dr. Aashok Joneja Clinic, 28 , New Delhi.",,
2242,New Delhi,UTI,GOL DHAKANA (GPO) : New Delhi.,,
2243,New Delhi,IDBI,"Shop No. G-52,  ","Triveni Shopping Complex,",
2244,New Delhi,IDBI,"Shop no 7, DA block, DDA market, ","Near Clock Tower,",
2245,New Delhi,IDBI,"Shop no G-10C, AEZ Square,","Sonia Cinema Complex,",
2246,New Delhi,IDBI,"Shop no 1, B-5, Tagore Market,","Kirti Nagar,",
2247,New Delhi,IDBI,"Shop no 1, Plot no3,","Club Road Market,",
2248,New Delhi,IDBI,"Shop no 13, Block A-6,","CSC, Paschim Vihar,",
2249,NEW DELHI,SCG,"10, SANSAD MARG",,
2250,NEW DELHI,SCG,13/37 WEA ARYA SAMAJ ROAD,,
2251,NEW DELHI,SCG,"M-1, SOUTH EXTENSION",,
2252,NEW DELHI,SCG,13 MALCHA MARG,,
2253,NEW DELHI,SCG,43 COMMUNITY CENTRE,,
2254,NEW DELHI,SCG,41 CENTRAL MARKET,,
2255,NEW DELHI,SCG,"10E, CONNAUGHT PLACE",,
2256,NEW DELHI,SCG,"B-68, GREATER KAILASH",,
2257,NEW DELHI,SCG,"17, SANSAD MARG",,
2258,NEW DELHI,SCG,2-3 COMMUNITY CENTRE,,
2259,NEW DELHI,SCG,"30 COMMUNITY CENTRE, ",,
2260,New Delhi,HDFC,HDFC House ,"B6/3, Safdarjung Enclave", Opp. Deer Park
2261,New Delhi,HDFC,79,Old Rajinder Nagar Market ,
2262,New Delhi,HDFC,C5 ,SDA Commercial Complex ,Safdarjung Development Area 
2263,New Delhi,HDFC,D1,Shopping Centre 2,Vasant Vihar
2264,New Delhi,HDFC,13, Local Shopping Area ,"Block J, Saket "
2265,New Delhi,HDFC,S-65  ,Greater Kailash - I ,
2266,New Delhi,HDFC,"G/ 3-4, Ground Floor ",Suryakiran Bldg,19 Kasturba Gandhi Marg 
2267,New Delhi,HDFC,40-41 ,Community Centre ,New Friends Colony 
2268,New Delhi,HDFC,M44 ,Greater Kailash II Market ,
2269,New Delhi,HDFC,79,Old Rajinder Nagar Market ,
2270,New Delhi,HDFC,17,Central Market ,West Punjabi Bagh 
2271,New Delhi,HDFC,Jawala Mansion ,"4/2B , Asaf Ali Road ",
2272,New Delhi,HDFC,Shop No. 8," LSC , Pocket - 7  ","Sector - B, Vasant Kunj "
2273,New Delhi,HDFC,G-4  ,PVR Anupam Cinema  ,Saket 
2274,New Delhi,HDFC,"G/ 3-4, Ground Floor  ",Suryakiran Bldg,19 Kasturba Gandhi Marg 
2275,New Delhi,HDFC,"G-6 , DAV Shopping Complex  ",Plot No. 3," Mayur Vihar , Phase - 1 "
2276,New Delhi,HDFC,M44,Greater Kailash II Market ,
2277,New Delhi,HDFC,G-3 Vikas Chambers," Plot No. 1, Community Centre  ",Paschim Vihar 
2278,New Delhi,HDFC,Times House ," 7 , Bahadurshah Zafar Marg ",
2279,New Delhi,HDFC,"Shop No. 1 , Plot No. 8  ","Block D , Local Shopping Centre  ",Prashant Vihar
2280,New Delhi,HDFC,Shop No. 19 , CSC at Raksha Vikas  ,Vikas Puri Phase – I
2281,New Delhi,HDFC,"Shop No. 1 , Block A", Local Shopping Centre  ,"Ring Road , Naraina"
2282,New Delhi,HDFC,"Shop No. 2 , LIG Shopping Centre   ",Near Cambridge School ,Rajouri Garden
2283,New Delhi,HDFC,Shop No. G-5 ," Plot No. B – 14 , Tagore Market ", Kirti Nagar 
2284,New Delhi,HDFC,"Shop No. 1 , Plot No. 10  ","CSC / LSC , H Block Market  ",Sarita Vihar 
2285,New Delhi,HDFC,"Shop No. 15 , Plot No. 7 ","Community Centre , Near Invitation Restaurant ",Ashok Vihar
2286,New Delhi,HDFC,Shop No. 23/5 A  ,East Patel Nagar,
2287,New Delhi,HDFC,Shop No. 11 ,CSC ,Gulabi Bagh
2288,New Delhi,HDFC,Shop No. 3  ,"Manish Plaza , LSC II ", I P Extension 
2289,New Delhi,HDFC,Shop No. 28  ,"Plot No. 24 , Road No. 44  ","Rani Bagh ,  Pitampura"
2290,New Delhi,HDFC,Shop No. G-6  ,Community Centre  ,Sheikh Sarai 
2291,New Delhi,HDFC,Shop No. 18  ,Block 2  ,"Sector D , Vasant Kunj"
2292,New Delhi,HDFC,"Shop No. 4 , Ground Floor  ","Plot No. 6 , Neelkanth Chamber No. 4  ","LSC , Rishab Vihar "
2293,New Delhi,HDFC,Shop No. 23  ,"Upper Ground Floor , Block No. 3 ","Sector B , Vasant Kunj "
2294,New Delhi,HDFC,B-28,Community Centre ,Janakpuri
2295,New Delhi,HDFC,"Shop No. 30 , Ground Floor",Navjagriti CHS at Dalupur / Chilla DDA Market,Vasundhara
2296,New Delhi,HDFC,Shop No. 3  ,"B-13 , Commercial Complex",Dr. Mukherjee Nagar
2297,New Delhi,HDFC,"1/72 ,",Gopinath Bazaar,Delhi Cantonment
2298,New Delhi,HDFC,"Shop No. 5 , Ground Floor ","Plot No. 3 , LSC , Block B & E",Dilshad Garden
2299,New Delhi,HDFC,Spectramind eServices Private Limited,"239 , Okhla Industrial Estate Phase – 3",
2300,New Delhi,HDFC,M44,Greater Kailash II Market ,
2301,New Delhi,HDFC,2/10 East Patel Nagar,,
2302,New Delhi,HDFC,165 Kapil Vihar,Pitampura,
2303,New Delhi,HDFC,"Shop No. G-06 , Ground Floor","Plot No. 1 , LSC",New Rajdhani Enclave
2304,NEW DELHI,CENTURIAN,"B-34, Ashok Vihar, PhaseI",,
2305,NEW DELHI,CENTURIAN,"Deenar Bhavan , 44, Nehru Place",,
2306,NEW DELHI,CENTURIAN,"E - 9, Connaught House , Connaught Circus,",,
2307,New Delhi ,IDBI,"2, Siri Fort Institutional Area,","Khel Gaon Marg,",
2308,New Delhi ,IDBI,"Shop No. 3, DDA Market ,","Block - H, Plot No. 10,",
2309,New Delhi ,IDBI,"H-3, Gr. Floor,","Alaknanda Commercial Complex,",
2310,New Delhi ,IDBI,"Shop No.8, Wing-B,  Phase II ","D.D.A.Complex, Munirka, ",
2311,New Delhi ,IDBI,"Saran Motors,","HPCL Pump,",
2312,New Delhi ,IDBI,"B / 45 ,",Greater Kailash 1,
2313,New Delhi ,IDBI,"Surya Kiran Building,","Ground Floor,",
2314,New Delhi ,IDBI,"Shop No.5, Brahmaputra Shopping Complex, ","Sec 29, Noida -",
2315,New Delhi ,IDBI,"Shop-No- G-3, Savitri Plaza -I, Plot No 5, L.S.C-II, ","Mandawli Fazalpur, ",
2316,New Delhi ,IDBI,"G- 3, Plot no.6,","Mantri Arcade, D.D.A. Main Market, Pocket –B&E",
2317,New Delhi ,IDBI,"37, DDA Local Shopping Complex,","Opposite Jeevan Anmol Hospital, ",
2318,New Delhi ,IDBI,"60/ 17, ","Old Rajinder Nagar,",
2319,New Delhi ,IDBI,"Shop No. G- 2, Plot No.12,","Arihant Tower, D- Block,",
2320,New Delhi ,IDBI,"11/23, East Patel Nagar,",,
2321,New Delhi ,IDBI,"Shop No. 2, B- 14,","Laxmi Nagar,",
2322,New Delhi ,IDBI,"Shop no.1, 13/31, W.E.A.","Main Arya Samaj Road,",
2323,New Delhi ,IDBI,"J-13/37, Rajouri Garden",,
2324,New Delhi ,IDBI,"Shop no 3, Local Shopping Centre,","A Block, Ring Road,",
2325,New Delhi ,IDBI,"Shop no 69, Community Centre, C-Block,","Janak Cinema Complex, Janakpuri,",
2326,New Delhi ,IDBI,"Plot No.8, C D Block, ",Local Shopping Centre,
2327,New Delhi ,IDBI,"Agarwal Plaza, Plot No.4, ","DDA Shopping Centre, Block BN, ",
2328,New Delhi ,IDBI,"Shop No.1, CSC 2, DDA Market, ","Sector 9, Rohini, ",
2329,New Delhi ,IDBI,"Shop G – 5, Plot 1, R.G. Complex,","Community Centre , ",
2330,New Delhi ,IDBI,"Shop A- 7, N.N. Tower,","Plot 23 –A, Community Centre,",
2331,New Delhi ,IDBI,Shop no. 1 Agarwal Modern Bazar,"Plot No. C 33, Lawrence Road,",
2332,New Delhi ,IDBI,"F 14 / 16,","Model Town,",
2333,New Delhi ,IDBI,IFCI Tower,"61, Nehru Place",
2334,New Delhi ,IDBI,"Shop no. G-2, 13 Community centre,","13 Community Centre,",
2335,New Delhi ,IDBI,"Shop No.15, Krishna Market,","Krishna Market,",
2336,New Delhi  ,IDBI,"Shop No. 25, Gr. Floor, LSC Sec-B, ","Pocket- 7, Plot No. 11, ",
2337,Neyveli,ICICI,"P.B. No.13, 5-1/150, Cuddalore Main Rd., Mandarkuppam, Neyveli S.A. Dist. 607802",,
2338,Neyveli,ICICI,"P.B.No.18, Unit 5/5, Main Bazar, Neyveli TownShip, Neyveli, Cuddalore Dist-607803 ",,
2339,NOIDA,ICICI,"Gas Authority of India Ltd., B - 35, 36, Sector - I, NOIDA - 201 301.",,
2340,NOIDA,ICICI,"Gas Authority of India Ltd., B - 35, 36, Sector - I, NOIDA - 201 301.",,
2341,NOIDA,ICICI,"Ground Floor, Shop No 62, Block 1, Ganga Shopping Complex, Sector - 29, Noida.",,
2342,NOIDA,ICICI,"BPCL Fuel Station, DP, Noida Sector - 95, Golf Course, Kalindi Kunj Road, Noida (UP)",,
2343,NOIDA,ICICI,"HCL Infosystems, Sector 11, Noida",,
2344,NOIDA,ICICI,"Honda Siel Cars India Ltd, Plot No A-1, Sector 40/41, Surajpur Kasna Road, Greater Noida, Gautam Budh Nagar - 203207",,
2345,NOIDA,ICICI,"G 31 & 32, Sector 18, District Gautam Buddh Nagar, Noida 201 301, Uttar Pradesh.",,
2346,NOIDA,ICICI,"IOCL Pipelines Divn., A-1, Sector - 1, Udyog Marg, NOIDA - 201301. ",,
2347,NOIDA,ICICI,"L.G.Electronics India Ltd, Plot No 51, Udyog Vihar, Phas II, Surajpur Kasna Road, Greater Noida - 201301",,
2348,NOIDA,ICICI,"NOIDA Export Processing Zone, Ministry of Commerce & Industry, Dept. of Commerce, Govt. of India, NOIDA Dadri Road, NOIDA - 201 305 (UP)",,
2349,NOIDA,ICICI,"NTPC Colony, Sector 33, Noida",,
2350,NOIDA,ICICI,"NTPC Engg. Office Complex, Plot No. A - 8a, Sector - 24, NOIDA - 201 301. ",,
2351,NOIDA,ICICI,"NTPC Engg. Office Complex, Plot No. A - 8a, Sector - 24, NOIDA - 201 301. ",,
2352,NOIDA,ICICI,"Rajnigandha Complex, Sector 15A, Noida",,
2353,NOIDA,ICICI,"G 31 & 32, Sector 18, District Gautam Buddh Nagar, Noida 201 301, Uttar Pradesh.",,
2354,NOIDA,ICICI,"G 31 & 32, Sector 18, District Gautam Buddh Nagar, Noida 201 301, Uttar Pradesh.",,
2355,NOIDA,SCG,"K 3 BRAHM DATT TOWER, ",,
2356,Noida,BOP,"B-185, Sector - 19",,
2357,NOIDA,HDFC,G28& 29,Sector – 18,
2358,NOIDA,HDFC,G28& 29,Sector – 18,
2359,NOIDA,HDFC,"Shop No. 25, Jaipuria Plaza ",Jaipuria Plaza,Sector – 26
2360,NOIDA,HDFC,HCL Perot ,A-14,Sector – 57
2361,NOIDA,HDFC,EXL Services.com India Pvt. Ltd.,A-98 ,", Sector – 58"
2362,NOIDA,HDFC,Shop No. 15 ,Block B – 13,Sector – 34
2363,NOIDA,CENTURIAN,"A-1, Sector 19, Dist. Gautam Budh Nagar,",,
2364,NOIDA,CENTURIAN,"Amar Public School, Sector 37,",,
2365,NOIDA,CENTURIAN,"Flex Industries, A - 1, Sector 60, Noida ",,
2366,Padianallur,ICICI,"2/96, GNT Rd., Padianallur, Chennai Thiruvallur Dist - 600 052",,
2367,Palakkad,HDFC,VIII/246 ,"Chandranagar , J N ",
2368,Palakkad,HDFC,Surya Kiran,College Road,
2369,Palakkad,HDFC,PKM Complex,Mission School Junction,
2370,Palghar,ICICI,"Ground Floor, Shiv Prasad Commercial Compex, Mahim Road, Palghar (EAST), Dist.- Thane",,
2371,Panaji,ICICI,"Rosefield, NIO Circle, Dona Paula, Goa, 403004",,
2372,Panaji,ICICI,"Govt. Of Goa Secretariat Building, Goa",,
2373,Panaji,ICICI,"Sindur Business Centre, Swami Vivekanand Road, Panaji, Goa- 403 001",,
2374,Panaji,ICICI,"Sindur Business Centre, Swami Vivekanand Road, Panaji, Goa- 403 001",,
2375,Panchkula,ICICI,"Showroom No. 6, Sector 11, Panchkula 134 113, Haryana ",,
2376,Panchkula,ICICI,"Showroom No. 6, Sector 11, Panchkula 134 113, Haryana ",,
2377,Panchkula,ICICI,"Plot No. B – 88, Sector – 7, Panchkula.",,
2378,Panchkula,ICICI,"Singla Filling Station, Near Manimajra Crossing, Panchkula, Haryana - 134108",,
2379,Panchkula,UTI,"PANCHKULA : SCO 11. Sector 10, Opp. Bus Stand, Panchkula, Haryana - 134 109.",,
2380,Panchkula,UTI,"BADDI: Booth No.1, Basanti Bagh, Baddi District, Solan, Panchkulla.",,
2381,Panchkula,IDBI,"S. C. O. 65, Sector 11,",,
2382,Panchkula,BOP,"SCO 36, Sector - 11",,
2383,Panchkula,BOP,Sector - 7,,
2384,Panchkula,BOP,"Sector - 16, Panchkula ",,
2385,Panchkula,HDFC,SCO 67 ,Sector 11, Panchkula 
2386,Panchkula,HDFC,SCO 43, Sector 7 ,
2387,Panchkula,HDFC,Shop No. 190  ,Sector – 21,
2388,Panchkula,HDFC,HVPN,Shakti Bhavan,Sector - 5
2389,PANCHKULA,CENTURIAN,"Ground Floor, SCO No 15,",,
2390,PANCHKULA,CENTURIAN,Mini Secretariat,,
2391,Panchkula ,IDBI,"S.C.O.44,",Swastik Vihar,
2392,Panipat,BOP,"Opposite S.D.College, G.T.Road",,
2393,Panjim,HDFC,16th June Rd. ,Near Mathais Plaza,
2394,Panvel,UTI,"PANVEL : Raje Complex, Plot No. 198 A, Shivaji Chowk, Panvel 410 206. Maharashtra.",,
2395,Panvel,UTI,"NEW PANVEL : Sector 1, Cosmo Villa, Shop No. 4, ",,
2396,Panvel,UTI,"ONGC HSG. COLONY, Near RWA Milk Booth, Panvel.",,
2397,Panvel,UTI,"SATYAM SHIVAM SUNDERAM, Co-Op. Hsg. Society, Near Welcome in Hotel,  Panvel.",,
2398,Panvel,IDBI,Balaji Apartments,"Plot No. 3, Sector 19, ",
2399,Panvel,IDBI,"Shop No.12,","MCCH scty, Plot no.123",
2400,Panvel,IDBI,Indal Compound,Plot No. 2,
2401,Paragans ,UTI,"BARRACKPORE: Disha Eye Hospital Annex.Bldg,99/1 ,S N Bannerjee Rd, Barrackpore ,24 Paragans (N)",,
2402,Paragans ,UTI,"B T ROAD : Panihati Municipality Building, PO Panihati , B T Road , 24 Parganas(N)- 743176",,
2403,Patiala,ICICI,"82/1, Anardana chowk , Patiala",,
